timestamp,open,high,low,close
2022-03-15,99.066,99.15,98.57,98.929
2022-03-16,98.859,99.061,98.256,98.316
2022-03-17,98.423,98.44,97.679,97.994
2022-03-18,97.933,98.595,97.808,98.182
2022-03-21,98.262,98.489,98.112,98.449
2022-03-22,98.455,98.912,98.261,98.437
2022-03-23,98.49,98.841,98.371,98.572
2022-03-24,98.573,98.907,98.548,98.748
2022-03-25,98.666,98.804,98.365,98.778
2022-03-28,98.816,99.303,98.783,99.029
2022-03-29,98.968,99.197,97.981,98.406
2022-03-30,98.402,98.419,97.658,97.827
2022-03-31,97.842,98.361,97.683,98.299
2022-04-01,98.272,98.677,98.267,98.488
2022-04-04,98.514,98.98,98.423,98.886
2022-04-05,98.877,99.407,98.727,99.364
2022-04-06,99.371,99.69,99.23,99.57
2022-04-07,99.572,99.748,99.336,99.662
2022-04-08,99.746,100.095,99.652,99.708
2022-04-11,99.69,99.936,99.501,99.858
2022-04-12,99.916,100.221,99.626,100.204
2022-04-13,100.212,100.392,99.692,99.768
2022-04-14,99.702,100.652,99.445,100.185
2022-04-18,100.379,100.716,100.354,100.672
2022-04-19,100.68,100.884,100.549,100.858
2022-04-20,100.837,100.894,100.076,100.19
2022-04-21,100.236,100.514,99.663,100.509
2022-04-22,100.504,101.192,100.35,100.978
2022-04-25,100.935,101.71,100.914,101.605
2022-04-26,101.559,102.221,101.364,102.185
2022-04-27,102.146,103.125,102.086,102.811
2022-04-28,102.856,103.786,102.851,103.538
2022-04-29,103.517,103.517,102.664,103.067
2022-05-02,103.126,103.613,102.949,103.468
2022-05-03,103.438,103.536,102.89,103.337
2022-05-04,103.301,103.491,102.309,102.36
2022-05-05,102.411,103.788,102.211,103.418
2022-05-06,103.428,103.941,103.086,103.582
2022-05-09,103.685,104.065,103.275,103.625
2022-05-10,103.585,103.865,103.375,103.785
2022-05-11,103.795,103.985,103.225,103.845
2022-05-12,103.885,104.795,103.745,104.635
2022-05-13,104.645,104.885,104.345,104.375
2022-05-16,104.465,104.515,103.995,104.075
2022-05-17,104.035,104.095,103.085,103.165
2022-05-18,103.175,103.795,103.055,103.775
2022-05-19,103.705,103.755,102.535,102.765
2022-05-20,102.755,103.135,102.655,102.905
2022-05-23,102.779,102.782,101.881,101.89
2022-05-24,101.956,102.165,101.486,101.576
2022-05-25,101.577,102.261,101.555,101.951
2022-05-26,101.891,102.093,101.588,101.598
2022-05-27,101.548,101.756,101.274,101.495
2022-05-30,101.537,101.541,101.075,101.123
2022-05-31,101.186,101.981,101.185,101.573
2022-06-01,101.576,102.534,101.556,102.36
2022-06-02,102.379,102.43,101.52,101.544
2022-06-03,101.555,102.022,101.436,101.957
2022-06-06,101.907,102.305,101.659,102.238
2022-06-07,102.313,102.681,102.086,102.178
2022-06-08,102.236,102.596,102.097,102.379
2022-06-09,102.396,103.193,101.981,103.128
2022-06-10,103.118,104.071,102.882,104.016
2022-06-13,104.27,105.115,104.23,105.015
2022-06-14,104.959,105.434,104.443,105.234
2022-06-15,105.071,105.523,104.39,104.573
2022-06-16,104.532,105.241,103.16,103.595
2022-06-17,103.639,104.842,103.597,104.382
2022-06-20,104.413,104.458,103.958,104.216
2022-06-21,104.182,104.255,103.668,104.133
2022-06-22,104.157,104.67,103.555,103.914
2022-06-23,103.949,104.475,103.775,104.102
2022-06-24,104.085,104.211,103.664,103.822
2022-06-27,103.728,103.904,103.335,103.624
2022-06-28,103.627,104.276,103.417,104.183
2022-06-29,104.163,104.802,104.043,104.764
2022-06-30,104.739,105.219,104.308,104.395
2022-07-01,104.448,105.335,104.434,104.787
2022-07-04,104.721,104.936,104.475,104.855
2022-07-05,104.793,106.465,104.722,106.203
2022-07-06,106.211,106.961,106.018,106.765
2022-07-07,106.779,106.93,106.413,106.78
2022-07-08,106.702,107.49,106.51,106.607
2022-07-11,106.76,107.948,106.749,107.894
2022-07-12,107.856,108.275,107.535,107.855
2022-07-13,107.908,108.279,107.133,107.681
2022-07-14,107.927,108.995,107.865,108.337
2022-07-15,108.269,108.433,107.623,107.718
2022-07-18,107.565,107.682,106.594,107.128
2022-07-19,107.137,107.337,106.112,106.402
2022-07-20,106.381,106.97,106.081,106.76
2022-07-21,106.815,107.098,106.147,106.304
2022-07-22,106.346,107.097,105.832,106.291
2022-07-25,106.43,106.607,105.898,106.172
2022-07-26,106.121,106.968,105.896,106.9
2022-07-27,106.816,107.116,105.949,106.145
2022-07-28,106.056,106.671,105.748,105.853
2022-07-29,105.895,106.358,105.227,105.521
2022-08-01,105.679,105.7,104.922,105.094
2022-08-02,105.021,105.996,104.732,105.992
2022-08-03,106.087,106.488,105.636,106.058
2022-08-04,106.171,106.2,105.352,105.427
2022-08-05,105.403,106.595,105.385,106.22
2022-08-08,106.281,106.449,105.739,106.057
2022-08-09,105.999,106.076,105.625,105.948
2022-08-10,106.0,106.059,104.274,104.869
2022-08-11,104.852,105.099,104.288,104.736
2022-08-12,104.769,105.5,104.728,105.302
2022-08-15,105.322,106.169,105.174,106.146
2022-08-16,106.138,106.572,105.949,106.113
2022-08-17,106.115,106.54,105.925,106.31
2022-08-18,106.336,107.25,106.182,107.183
2022-08-19,107.176,107.895,107.169,107.789
2022-08-22,107.85,108.782,107.773,108.659
2022-08-23,108.69,108.967,107.756,108.253
2022-08-24,108.261,108.81,108.053,108.322
2022-08-25,108.346,108.398,107.696,108.133
2022-08-26,108.173,108.571,107.24,108.528
2022-08-29,108.893,109.218,108.21,108.505
2022-08-30,108.382,108.84,108.003,108.551
2022-08-31,108.491,108.917,108.093,108.384
2022-09-01,108.595,109.716,108.494,109.396
2022-09-02,109.339,109.446,108.664,109.326
2022-09-06,109.327,110.273,109.116,109.943
2022-09-07,110.05,110.497,109.261,109.287
2022-09-08,109.424,109.965,109.04,109.405
2022-09-09,109.26,109.291,108.09,108.721
2022-09-12,108.493,108.598,107.555,108.037
2022-09-13,107.966,109.608,107.427,109.608
2022-09-14,109.517,109.619,108.953,109.339
2022-09-15,109.318,109.635,109.129,109.423
2022-09-16,109.486,109.975,109.179,109.373
2022-09-19,109.247,109.873,109.202,109.301
2022-09-20,109.228,109.979,109.048,109.884
2022-09-21,109.873,111.317,109.818,111.076
2022-09-22,111.205,111.533,110.178,111.022
2022-09-23,110.95,112.945,110.794,112.757
2022-09-26,112.837,114.382,112.784,114.016
2022-09-27,113.772,114.36,113.204,114.047
2022-09-28,114.039,114.68,112.4,112.552
2022-09-29,112.891,113.657,111.904,111.909
2022-09-30,111.741,112.608,111.464,112.12
2022-10-03,112.137,112.451,111.323,111.487
2022-10-04,111.409,111.742,109.878,109.972
2022-10-05,110.0,111.56,109.892,111.019
2022-10-06,110.775,112.138,110.622,112.107
2022-10-07,112.085,112.685,111.772,112.572
2022-10-10,112.617,113.167,112.413,112.987
2022-10-11,112.891,113.352,112.182,113.083
2022-10-12,113.125,113.384,112.791,113.041
2022-10-13,113.046,113.707,111.891,112.228
2022-10-14,112.351,113.149,111.924,113.04
2022-10-17,112.786,112.963,111.645,111.78
2022-10-18,111.779,112.19,111.474,111.7
