type,is_pyramid,units,entry_date,exit_date,entry_price,exit_price,pnl_points,mae_points,atr_at_exit,holding_hours,exit_reason,trade_id
Long,False,1.0,2024-02-05 07:00:00,2024-02-05 11:00:00,2039.72,2033.45,-6.49,-6.76,11.9,0,Signal Exit,295
Short,False,1.0,2024-02-06 07:00:00,2024-02-07 23:00:00,2024.78,2042.5,-18.09,-19.82,7.31,24,Signal Exit,296
Long,False,1.0,2024-02-07 23:00:00,2024-02-08 03:00:00,2042.5,2034.83,-8.39,-8.52,7.19,24,Signal Exit,297
Long,False,1.0,2024-02-09 11:00:00,2024-02-09 15:00:00,2034.43,2033.95,-0.7,-2.27,6.23,0,Signal Exit,298
Short,True,2.5,2024-02-14 07:00:00,2024-02-16 19:00:00,1993.16,2007.09,-36.12,-37.72,5.55,48,Signal Exit,299
Short,False,1.0,2024-02-12 07:00:00,2024-02-16 19:00:00,2025.28,2007.09,17.37,-6.98,5.55,96,Signal Exit,300
Short,False,1.0,2024-02-16 23:00:00,2024-02-17 03:00:00,1997.93,2013.87,-16.31,-17.14,7.07,24,Signal Exit,301
Short,False,1.0,2024-02-19 07:00:00,2024-02-19 11:00:00,2014.39,2022.3,-8.47,-8.48,6.88,0,Stop Loss Exit,302
Short,False,1.0,2024-02-19 15:00:00,2024-02-20 03:00:00,2021.36,2017.61,3.38,-1.59,7.14,24,Signal Exit,303
Short,False,1.0,2024-02-20 11:00:00,2024-02-20 15:00:00,2017.56,2019.42,-2.08,-3.25,5.95,0,Signal Exit,304
Short,False,1.0,2024-02-21 03:00:00,2024-02-21 11:00:00,2027.13,2027.84,-0.93,-1.98,5.14,0,Signal Exit,305
Short,False,1.0,2024-02-21 23:00:00,2024-02-22 07:00:00,2027.52,2025.73,1.42,-2.71,5.16,24,Signal Exit,306
Short,False,1.0,2024-02-22 23:00:00,2024-02-23 07:00:00,2024.91,2024.19,0.35,-0.41,5.4,24,Signal Exit,307
Short,False,1.0,2024-02-23 11:00:00,2024-02-23 19:00:00,2024.31,2022.93,1.16,-2.16,5.79,0,Signal Exit,308
Long,False,1.0,2024-02-26 15:00:00,2024-02-26 19:00:00,2032.69,2032.13,-0.78,-0.98,6.51,0,Signal Exit,309
Long,False,1.0,2024-02-27 03:00:00,2024-02-27 23:00:00,2029.3,2034.8,5.28,-0.74,6.24,0,Signal Exit,310
Short,False,1.0,2024-02-27 23:00:00,2024-02-28 11:00:00,2034.8,2030.97,3.46,-2.53,5.24,24,Signal Exit,311
Short,False,1.0,2024-02-28 15:00:00,2024-02-28 23:00:00,2029.3,2031.71,-2.63,-8.56,5.57,0,Signal Exit,312
Short,False,1.0,2024-02-29 03:00:00,2024-02-29 07:00:00,2031.5,2034.32,-3.04,-3.75,5.25,0,Signal Exit,313
Long,False,1.0,2024-02-29 07:00:00,2024-02-29 19:00:00,2034.32,2030.78,-3.76,-3.82,5.18,0,Signal Exit,314
Long,False,1.0,2024-02-29 23:00:00,2024-03-01 03:00:00,2048.1,2046.33,-2.49,-4.8,6.67,24,Signal Exit,315
Long,False,1.0,2024-03-01 11:00:00,2024-03-01 23:00:00,2045.39,2050.32,4.71,-6.35,7.72,0,Signal Exit,316
Long,False,1.0,2024-03-02 03:00:00,2024-03-04 07:00:00,2085.67,2082.79,-4.1,-2.87,9.85,48,Signal Exit,317
Long,False,1.0,2024-03-04 15:00:00,2024-03-05 07:00:00,2083.61,2114.01,29.68,-2.44,11.2,24,Signal Exit,318
Long,False,1.0,2024-03-05 15:00:00,2024-03-06 07:00:00,2117.22,2127.34,9.4,-3.26,12.99,24,Signal Exit,319
Long,False,1.0,2024-03-06 15:00:00,2024-03-06 19:00:00,2127.35,2125.62,-1.95,-3.01,10.38,0,Signal Exit,320
Long,False,1.0,2024-03-06 23:00:00,2024-03-07 23:00:00,2144.6,2153.99,8.67,-12.69,12.21,24,Signal Exit,321
Long,True,2.4,2024-03-07 03:00:00,2024-03-07 23:00:00,2147.1,2153.99,16.01,-18.36,12.21,0,Signal Exit,322
Long,False,1.0,2024-03-08 03:00:00,2024-03-08 11:00:00,2157.16,2155.34,-2.04,-2.14,10.32,0,Signal Exit,323
Long,True,2.5,2024-03-08 07:00:00,2024-03-08 11:00:00,2158.9,2155.34,-9.45,-9.7,10.32,0,Signal Exit,324
Long,False,1.0,2024-03-08 15:00:00,2024-03-11 14:00:00,2161.2,2178.16,15.24,-5.08,12.19,72,Signal Exit,325
Long,True,2.5,2024-03-08 19:00:00,2024-03-11 14:00:00,2168.5,2178.16,19.85,-30.95,12.19,72,Signal Exit,326
Long,True,2.5,2024-03-11 22:00:00,2024-03-12 02:00:00,2181.76,2179.75,-6.83,-15.33,12.24,24,Signal Exit,327
Long,False,1.0,2024-03-11 18:00:00,2024-03-12 02:00:00,2180.41,2179.75,-1.38,-5.62,12.24,24,Signal Exit,328
Long,False,1.0,2024-03-12 06:00:00,2024-03-12 14:00:00,2182.02,2176.2,-6.04,-7.83,11.45,0,Signal Exit,329
Long,True,2.5,2024-03-12 10:00:00,2024-03-12 14:00:00,2182.79,2176.2,-17.03,-21.5,11.45,0,Signal Exit,330
Long,False,1.0,2024-03-12 18:00:00,2024-03-12 22:00:00,2176.97,2160.5,-17.32,-20.81,12.51,0,Stop Loss Exit,331
Long,False,1.0,2024-03-13 22:00:00,2024-03-14 06:00:00,2166.02,2174.99,8.25,-2.53,9.48,24,Signal Exit,332
Long,False,1.0,2024-03-14 10:00:00,2024-03-14 14:00:00,2174.71,2168.89,-6.04,-6.11,9.06,0,Signal Exit,333
Long,False,1.0,2024-03-14 18:00:00,2024-03-14 22:00:00,2170.0,2162.33,-7.89,-11.53,9.3,0,Signal Exit,334
Long,False,1.0,2024-03-15 18:00:00,2024-03-15 22:00:00,2171.83,2160.08,-11.97,-15.37,8.51,0,Signal Exit,335
Long,False,1.0,2024-03-21 06:00:00,2024-03-21 22:00:00,2186.42,2191.48,4.84,-0.7,12.32,0,Signal Exit,336
Long,False,1.0,2024-03-22 06:00:00,2024-03-22 10:00:00,2181.08,2173.45,-7.85,-8.4,13.37,0,Signal Exit,337
Long,False,1.0,2024-03-22 14:00:00,2024-03-22 18:00:00,2174.21,2166.64,-7.79,-11.65,14.17,0,Signal Exit,338
Long,False,1.0,2024-03-22 22:00:00,2024-03-23 02:00:00,2178.17,2159.14,-19.75,-21.08,16.14,24,Signal Exit,339
Long,False,1.0,2024-03-25 10:00:00,2024-03-25 14:00:00,2175.15,2169.83,-5.54,-7.37,14.73,0,Signal Exit,340
Long,False,1.0,2024-03-25 22:00:00,2024-03-26 02:00:00,2177.14,2174.68,-3.18,-2.9,12.74,24,Signal Exit,341
Long,False,1.0,2024-03-26 14:00:00,2024-03-26 22:00:00,2172.92,2183.32,10.18,-3.32,12.32,0,Signal Exit,342
Long,False,1.0,2024-03-27 06:00:00,2024-03-27 10:00:00,2177.63,2175.14,-2.71,-4.49,10.49,0,Signal Exit,343
Long,False,1.0,2024-03-27 14:00:00,2024-03-28 02:00:00,2176.94,2190.42,12.76,-0.46,10.94,24,Signal Exit,344
Long,False,1.0,2024-03-28 06:00:00,2024-03-28 10:00:00,2191.12,2189.43,-1.91,-3.78,10.49,0,Signal Exit,345
Long,False,1.0,2024-03-28 14:00:00,2024-04-01 18:00:00,2197.2,2251.72,52.3,-6.34,13.52,96,Signal Exit,346
Long,True,1.3,2024-04-01 06:00:00,2024-04-01 18:00:00,2240.09,2251.72,14.83,-7.03,13.52,0,Signal Exit,347
Long,False,1.0,2024-04-02 06:00:00,2024-04-02 10:00:00,2250.97,2248.93,-2.26,-4.27,14.51,0,Signal Exit,348
Long,False,1.0,2024-04-02 14:00:00,2024-04-03 18:00:00,2253.55,2272.03,17.76,-2.8,14.44,24,Signal Exit,349
Long,True,1.0,2024-04-02 18:00:00,2024-04-03 18:00:00,2260.67,2272.03,10.64,-9.92,14.44,24,Signal Exit,350
Long,False,1.0,2024-04-03 22:00:00,2024-04-04 14:00:00,2274.93,2295.32,19.67,-0.77,13.24,24,Signal Exit,351
Long,True,2.0999999999999996,2024-04-04 02:00:00,2024-04-04 14:00:00,2294.93,2295.32,0.36,-2.2,13.24,0,Signal Exit,352
Long,False,1.0,2024-04-05 02:00:00,2024-04-05 06:00:00,2294.0,2291.01,-3.21,-14.32,13.92,0,Signal Exit,353
Long,False,1.0,2024-04-05 14:00:00,2024-04-08 10:00:00,2279.77,2324.14,42.65,-3.19,16.31,72,Signal Exit,354
Long,True,1.9,2024-04-08 06:00:00,2024-04-08 10:00:00,2322.14,2324.14,3.38,-36.57,16.31,0,Signal Exit,355
Long,False,1.0,2024-04-08 14:00:00,2024-04-08 22:00:00,2334.69,2327.43,-7.48,-12.02,19.15,0,Signal Exit,356
Long,True,1.7,2024-04-08 18:00:00,2024-04-08 22:00:00,2337.58,2327.43,-17.63,-25.35,19.15,0,Signal Exit,357
Long,True,1.5999999999999999,2024-04-09 06:00:00,2024-04-09 22:00:00,2337.97,2355.25,27.3,-1.84,18.56,0,Signal Exit,358
Long,False,1.0,2024-04-09 02:00:00,2024-04-09 22:00:00,2338.07,2355.25,16.96,-1.25,18.56,0,Signal Exit,359
Long,False,1.0,2024-04-10 06:00:00,2024-04-10 10:00:00,2352.83,2349.47,-3.58,-8.11,16.51,0,Signal Exit,360
Long,False,1.0,2024-04-10 14:00:00,2024-04-10 18:00:00,2357.6,2347.61,-10.21,-12.68,15.89,0,Signal Exit,361
Long,False,1.0,2024-04-11 02:00:00,2024-04-11 06:00:00,2337.65,2332.86,-5.01,-11.46,16.61,0,Signal Exit,362
Long,False,1.0,2024-04-11 10:00:00,2024-04-11 18:00:00,2340.52,2330.77,-9.97,-14.9,16.38,0,Signal Exit,363
Long,False,1.0,2024-04-11 22:00:00,2024-04-12 14:00:00,2343.33,2387.3,43.25,-10.98,17.13,24,Signal Exit,364
Long,True,1.7999999999999998,2024-04-12 06:00:00,2024-04-12 14:00:00,2371.25,2387.3,28.49,0.0,17.13,0,Signal Exit,365
Long,False,1.0,2024-04-12 18:00:00,2024-04-13 02:00:00,2398.14,2354.94,-45.06,-51.74,22.85,24,Stop Loss Exit,366
Long,True,1.7,2024-04-12 22:00:00,2024-04-13 02:00:00,2404.21,2354.94,-86.93,-98.28,22.85,24,Stop Loss Exit,367
Long,False,1.0,2024-04-15 10:00:00,2024-04-15 18:00:00,2355.64,2349.74,-6.12,-10.94,22.7,0,Signal Exit,368
Long,False,1.0,2024-04-16 02:00:00,2024-04-16 18:00:00,2365.51,2372.32,6.59,-2.49,24.7,0,Signal Exit,369
Long,False,1.0,2024-04-17 02:00:00,2024-04-17 06:00:00,2384.76,2383.05,-1.93,-6.37,26.3,0,Signal Exit,370
Long,False,1.0,2024-04-17 10:00:00,2024-04-17 14:00:00,2384.63,2377.52,-7.33,-10.41,19.88,0,Signal Exit,371
Long,False,1.0,2024-04-17 18:00:00,2024-04-18 02:00:00,2392.14,2372.5,-20.36,-31.09,21.02,24,Signal Exit,372
Long,False,1.0,2024-04-18 14:00:00,2024-04-19 06:00:00,2376.86,2378.46,0.88,-7.33,17.26,24,Signal Exit,373
Long,False,1.0,2024-04-19 10:00:00,2024-04-19 14:00:00,2409.47,2381.24,-28.45,-30.07,19.15,0,Signal Exit,374
Long,False,1.0,2024-04-20 02:00:00,2024-04-22 06:00:00,2393.77,2386.32,-8.67,-7.13,19.74,48,Signal Exit,375
Long,False,1.0,2024-04-26 14:00:00,2024-04-26 22:00:00,2337.84,2341.24,3.18,-1.0,14.24,0,Signal Exit,376
Long,False,1.0,2024-04-29 18:00:00,2024-04-29 22:00:00,2343.23,2334.0,-9.45,-17.67,14.24,0,Signal Exit,377
Long,False,1.0,2024-04-30 02:00:00,2024-04-30 06:00:00,2342.18,2334.34,-8.06,-9.21,13.64,0,Signal Exit,378
Long,False,1.0,2024-05-02 10:00:00,2024-05-02 14:00:00,2324.12,2315.0,-9.34,-11.15,13.07,0,Signal Exit,379
Long,False,1.0,2024-05-06 14:00:00,2024-05-07 02:00:00,2313.52,2324.67,10.43,-1.74,15.06,24,Signal Exit,380
Long,False,1.0,2024-05-07 22:00:00,2024-05-08 02:00:00,2318.47,2314.09,-5.1,-7.42,13.77,24,Signal Exit,381
Long,False,1.0,2024-05-08 14:00:00,2024-05-08 18:00:00,2317.64,2310.86,-7.0,-14.01,10.55,0,Signal Exit,382
Long,False,1.0,2024-05-09 02:00:00,2024-05-09 06:00:00,2313.81,2308.1,-5.93,-5.98,10.02,0,Signal Exit,383
Long,False,1.0,2024-05-09 14:00:00,2024-05-09 18:00:00,2316.53,2307.58,-9.17,-9.96,10.08,0,Signal Exit,384
Long,False,1.0,2024-05-09 22:00:00,2024-05-10 22:00:00,2324.32,2367.07,42.03,-0.97,13.08,24,Signal Exit,385
Long,True,1.3,2024-05-10 06:00:00,2024-05-10 22:00:00,2345.94,2367.07,27.18,-0.94,13.08,0,Signal Exit,386
Long,False,1.0,2024-05-11 02:00:00,2024-05-13 06:00:00,2369.7,2360.49,-10.43,-10.0,13.09,48,Signal Exit,387
Long,False,1.0,2024-05-13 22:00:00,2024-05-14 02:00:00,2344.08,2336.03,-8.77,-12.19,14.14,24,Signal Exit,388
Long,True,2.5,2024-05-15 06:00:00,2024-05-15 10:00:00,2357.2,2357.38,-0.1,-5.77,9.83,0,Signal Exit,389
Long,False,1.0,2024-05-14 06:00:00,2024-05-15 10:00:00,2336.24,2357.38,20.42,-1.43,9.83,24,Signal Exit,390
Long,False,1.0,2024-05-15 14:00:00,2024-05-15 22:00:00,2358.5,2358.06,-0.66,-6.7,11.27,0,Signal Exit,391
Long,True,2.5,2024-05-15 18:00:00,2024-05-15 22:00:00,2369.32,2358.06,-28.7,-43.8,11.27,0,Signal Exit,392
Long,False,1.0,2024-05-16 02:00:00,2024-05-16 06:00:00,2389.18,2385.57,-3.83,-5.62,12.35,0,Signal Exit,393
Long,False,1.0,2024-05-16 10:00:00,2024-05-16 14:00:00,2391.57,2390.2,-1.59,-5.03,12.53,0,Signal Exit,394
Long,False,1.0,2024-05-17 02:00:00,2024-05-17 06:00:00,2381.45,2377.48,-4.19,-5.6,12.36,0,Signal Exit,395
Long,False,1.0,2024-05-17 10:00:00,2024-05-20 18:00:00,2378.3,2441.7,61.68,-4.36,13.51,72,Signal Exit,396
Long,True,2.5,2024-05-20 06:00:00,2024-05-20 18:00:00,2419.4,2441.7,55.2,-7.25,13.51,0,Signal Exit,397
Long,False,1.0,2024-05-21 02:00:00,2024-05-21 06:00:00,2435.34,2427.25,-8.31,-12.04,16.44,0,Signal Exit,398
Long,False,1.0,2024-05-21 22:00:00,2024-05-22 02:00:00,2427.74,2419.87,-8.59,-9.87,19.17,24,Signal Exit,399
Long,False,1.0,2024-05-22 06:00:00,2024-05-22 14:00:00,2420.87,2417.04,-4.05,-9.42,17.16,0,Signal Exit,400
Long,False,1.0,2024-05-22 18:00:00,2024-05-22 22:00:00,2417.34,2410.49,-7.07,-12.7,15.39,0,Signal Exit,401
Long,False,1.0,2024-05-29 06:00:00,2024-05-29 10:00:00,2362.0,2356.42,-5.8,-6.36,9.27,0,Signal Exit,402
Long,False,1.0,2024-05-29 14:00:00,2024-05-29 18:00:00,2356.71,2345.68,-11.25,-15.99,9.95,0,Signal Exit,403
Long,False,1.0,2024-05-30 22:00:00,2024-05-31 02:00:00,2348.77,2344.34,-5.15,-7.89,12.12,24,Signal Exit,404
Long,False,1.0,2024-05-31 10:00:00,2024-05-31 14:00:00,2346.55,2342.29,-4.48,-9.72,10.52,0,Signal Exit,405
Long,False,1.0,2024-05-31 22:00:00,2024-06-01 02:00:00,2348.22,2325.96,-23.58,-24.29,12.01,24,Stop Loss Exit,406
Long,False,1.0,2024-06-04 02:00:00,2024-06-04 10:00:00,2348.44,2347.07,-1.59,-5.43,11.98,0,Signal Exit,407
Long,False,1.0,2024-06-04 14:00:00,2024-06-04 18:00:00,2347.74,2329.94,-18.69,-21.06,13.45,0,Stop Loss Exit,408
Short,False,1.0,2024-06-05 06:00:00,2024-06-05 14:00:00,2327.27,2337.3,-10.25,-14.37,12.16,0,Signal Exit,409
Short,False,1.0,2024-06-05 18:00:00,2024-06-05 22:00:00,2332.31,2345.41,-13.32,-13.62,12.4,0,Signal Exit,410
Long,False,1.0,2024-06-06 06:00:00,2024-06-06 18:00:00,2356.91,2361.55,4.42,-2.38,12.99,0,Signal Exit,411
Long,True,1.2,2024-06-07 06:00:00,2024-06-07 10:00:00,2376.81,2371.0,-7.24,-7.98,12.07,0,Signal Exit,412
Long,False,1.0,2024-06-07 02:00:00,2024-06-07 10:00:00,2373.12,2371.0,-2.34,-4.17,12.07,0,Signal Exit,413
Long,False,1.0,2024-06-07 14:00:00,2024-06-07 18:00:00,2375.9,2339.29,-37.62,-38.49,15.74,0,Stop Loss Exit,414
Short,False,1.0,2024-06-10 06:00:00,2024-06-12 22:00:00,2294.49,2329.79,-36.35,-47.11,10.53,48,Stop Loss Exit,415
Short,False,1.0,2024-06-13 06:00:00,2024-06-14 18:00:00,2324.3,2322.67,1.26,-2.37,13.63,24,Signal Exit,416
Short,False,1.0,2024-06-17 06:00:00,2024-06-17 18:00:00,2332.69,2320.08,12.39,0.0,10.73,0,Signal Exit,417
Short,False,1.0,2024-06-18 02:00:00,2024-06-18 06:00:00,2316.76,2320.03,-3.49,-3.99,10.32,0,Signal Exit,418
Short,False,1.0,2024-06-18 14:00:00,2024-06-18 22:00:00,2322.19,2326.71,-4.74,-5.56,10.73,0,Signal Exit,419
Short,False,1.0,2024-06-19 06:00:00,2024-06-19 10:00:00,2329.67,2330.15,-0.7,-1.28,9.33,0,Signal Exit,420
Short,False,1.0,2024-06-19 14:00:00,2024-06-19 22:00:00,2329.29,2328.04,1.03,-5.62,9.1,0,Signal Exit,421
Short,False,1.0,2024-06-20 06:00:00,2024-06-20 10:00:00,2329.97,2336.28,-6.53,-9.0,8.14,0,Signal Exit,422
Short,False,1.0,2024-06-20 18:00:00,2024-06-20 22:00:00,2334.62,2349.28,-14.88,-14.81,9.94,0,Signal Exit,423
Long,False,1.0,2024-06-21 06:00:00,2024-06-21 10:00:00,2360.22,2359.61,-0.83,-3.15,8.54,0,Signal Exit,424
Long,False,1.0,2024-06-21 14:00:00,2024-06-21 18:00:00,2364.49,2363.87,-0.84,-9.37,9.39,0,Signal Exit,425
Short,False,1.0,2024-06-24 06:00:00,2024-06-25 06:00:00,2318.53,2333.94,-15.78,-16.16,11.62,24,Signal Exit,426
Short,False,1.0,2024-06-25 10:00:00,2024-06-28 02:00:00,2325.78,2325.83,-0.72,-11.3,10.72,72,Signal Exit,427
Short,True,1.4999999999999998,2024-06-26 06:00:00,2024-06-28 02:00:00,2319.33,2325.83,-10.53,-17.34,10.72,48,Signal Exit,428
Short,False,1.0,2024-06-28 10:00:00,2024-06-28 14:00:00,2320.26,2325.65,-5.61,-6.75,9.96,0,Signal Exit,429
Short,False,1.0,2024-06-29 02:00:00,2024-07-01 10:00:00,2326.87,2327.81,-1.46,-1.7,8.37,48,Signal Exit,430
Short,False,1.0,2024-07-01 14:00:00,2024-07-01 18:00:00,2321.84,2327.48,-5.86,-7.63,9.01,0,Signal Exit,431
Short,False,1.0,2024-07-01 22:00:00,2024-07-02 02:00:00,2327.15,2329.21,-2.43,-7.13,9.48,24,Signal Exit,432
Short,False,1.0,2024-07-02 14:00:00,2024-07-02 22:00:00,2330.02,2334.44,-4.64,-6.78,9.56,0,Signal Exit,433
Short,False,1.0,2024-07-03 02:00:00,2024-07-03 06:00:00,2324.65,2330.13,-5.7,-6.68,9.65,0,Signal Exit,434
Short,False,1.0,2024-07-03 10:00:00,2024-07-03 14:00:00,2329.11,2333.34,-4.45,-6.69,9.38,0,Signal Exit,435
Long,False,1.0,2024-07-04 10:00:00,2024-07-04 14:00:00,2361.97,2356.82,-5.37,-6.47,9.52,0,Signal Exit,436
Long,False,1.0,2024-07-04 18:00:00,2024-07-05 02:00:00,2357.76,2356.26,-2.22,-2.43,9.38,24,Signal Exit,437
Long,False,1.0,2024-07-05 06:00:00,2024-07-05 18:00:00,2356.89,2362.35,5.24,-2.75,7.75,0,Signal Exit,438
Long,False,1.0,2024-07-05 22:00:00,2024-07-08 10:00:00,2383.08,2386.45,1.65,-8.66,8.86,72,Signal Exit,439
Long,False,1.0,2024-07-08 22:00:00,2024-07-09 02:00:00,2375.36,2357.21,-19.43,-24.59,11.17,24,Stop Loss Exit,440
Long,False,1.0,2024-07-09 06:00:00,2024-07-09 18:00:00,2359.15,2364.28,4.91,-0.92,11.84,0,Signal Exit,441
Long,False,1.0,2024-07-09 22:00:00,2024-07-10 02:00:00,2367.15,2361.86,-6.01,-17.94,13.38,24,Signal Exit,442
Long,False,1.0,2024-07-10 06:00:00,2024-07-11 02:00:00,2363.88,2373.03,8.43,-0.91,10.8,24,Signal Exit,443
Long,False,1.0,2024-07-11 10:00:00,2024-07-12 10:00:00,2375.93,2407.95,31.3,-1.61,10.48,24,Signal Exit,444
Long,True,2.5,2024-07-12 06:00:00,2024-07-12 10:00:00,2414.71,2407.95,-17.45,-19.18,10.48,0,Signal Exit,445
Long,False,1.0,2024-07-12 14:00:00,2024-07-12 18:00:00,2408.05,2404.83,-3.44,-7.71,10.63,0,Signal Exit,446
Long,False,1.0,2024-07-13 02:00:00,2024-07-15 06:00:00,2417.85,2412.67,-6.4,-6.63,11.27,48,Signal Exit,447
Long,False,1.0,2024-07-15 18:00:00,2024-07-17 14:00:00,2410.7,2465.34,53.42,-0.02,12.85,48,Signal Exit,448
Long,True,2.5,2024-07-15 22:00:00,2024-07-17 14:00:00,2418.7,2465.34,113.55,-1.4,12.85,48,Signal Exit,449
Long,True,2.1999999999999997,2024-07-17 22:00:00,2024-07-18 02:00:00,2482.89,2452.48,-68.49,-68.22,15.59,24,Signal Exit,450
Long,False,1.0,2024-07-17 18:00:00,2024-07-18 02:00:00,2475.13,2452.48,-23.37,-23.25,15.59,24,Signal Exit,451
Long,False,1.0,2024-07-18 06:00:00,2024-07-18 18:00:00,2458.43,2465.62,6.97,-1.07,14.94,0,Signal Exit,452
Long,True,2.1999999999999997,2024-07-18 10:00:00,2024-07-18 18:00:00,2462.4,2465.62,6.6,-4.6,14.94,0,Signal Exit,453
Long,False,1.0,2024-07-24 22:00:00,2024-07-25 02:00:00,2421.74,2409.17,-13.29,-13.74,12.57,24,Signal Exit,454
Long,False,1.0,2024-07-29 10:00:00,2024-07-29 14:00:00,2392.84,2392.68,-0.38,-2.66,13.91,0,Signal Exit,455
Long,False,1.0,2024-07-29 18:00:00,2024-07-29 22:00:00,2392.76,2392.11,-0.87,-7.4,12.14,0,Signal Exit,456
Long,False,1.0,2024-07-30 18:00:00,2024-07-31 10:00:00,2389.14,2409.03,19.17,-5.74,11.56,24,Signal Exit,457
Long,False,1.0,2024-07-31 14:00:00,2024-08-01 02:00:00,2417.79,2425.31,6.8,-2.38,12.41,24,Signal Exit,458
Long,False,1.0,2024-08-01 06:00:00,2024-08-01 14:00:00,2448.83,2446.93,-2.12,-11.61,13.37,0,Signal Exit,459
Long,False,1.0,2024-08-01 22:00:00,2024-08-02 02:00:00,2453.44,2439.34,-14.82,-17.76,16.69,24,Signal Exit,460
Long,False,1.0,2024-08-02 06:00:00,2024-08-02 18:00:00,2446.49,2463.91,17.2,-11.5,16.79,0,Signal Exit,461
Long,False,1.0,2024-08-02 22:00:00,2024-08-03 02:00:00,2469.76,2427.8,-43.73,-58.98,20.9,24,Stop Loss Exit,462
Long,False,1.0,2024-08-05 06:00:00,2024-08-05 10:00:00,2443.9,2439.43,-4.69,-30.38,23.07,0,Signal Exit,463
Long,False,1.0,2024-08-09 02:00:00,2024-08-09 10:00:00,2423.48,2427.2,3.5,-3.44,11.52,0,Signal Exit,464
Long,True,2.5,2024-08-09 06:00:00,2024-08-09 10:00:00,2426.4,2427.2,1.45,-15.9,11.52,0,Signal Exit,465
Long,True,2.5,2024-08-09 22:00:00,2024-08-12 10:00:00,2426.65,2426.04,-5.83,-5.1,10.42,72,Signal Exit,466
Long,False,1.0,2024-08-09 18:00:00,2024-08-12 10:00:00,2423.57,2426.04,0.75,-2.6,10.42,72,Signal Exit,467
Long,False,1.0,2024-08-12 14:00:00,2024-08-13 10:00:00,2434.69,2466.31,30.9,-1.03,11.44,24,Signal Exit,468
Long,True,2.5,2024-08-13 06:00:00,2024-08-13 10:00:00,2470.67,2466.31,-11.45,-25.13,11.44,0,Signal Exit,469
Long,False,1.0,2024-08-13 22:00:00,2024-08-14 02:00:00,2472.92,2467.68,-5.96,-8.78,11.92,24,Signal Exit,470
Long,False,1.0,2024-08-14 10:00:00,2024-08-14 14:00:00,2465.49,2462.01,-3.7,-10.22,11.84,0,Signal Exit,471
Long,False,1.0,2024-08-14 18:00:00,2024-08-14 22:00:00,2472.88,2457.36,-15.74,-23.52,13.87,0,Signal Exit,472
Long,False,1.0,2024-08-15 06:00:00,2024-08-15 22:00:00,2447.37,2444.53,-3.06,-15.32,13.89,0,Signal Exit,473
Long,False,1.0,2024-08-16 02:00:00,2024-08-16 14:00:00,2455.45,2455.79,0.12,-4.67,13.59,0,Signal Exit,474
Long,False,1.0,2024-08-16 18:00:00,2024-08-19 10:00:00,2463.33,2498.17,33.12,-0.53,14.34,72,Signal Exit,475
Long,True,2.0999999999999996,2024-08-19 06:00:00,2024-08-19 10:00:00,2508.95,2498.17,-23.1,-29.27,14.34,0,Signal Exit,476
Long,False,1.0,2024-08-19 14:00:00,2024-08-19 18:00:00,2501.13,2499.95,-1.4,-1.52,14.47,0,Signal Exit,477
Long,False,1.0,2024-08-20 02:00:00,2024-08-20 10:00:00,2502.95,2501.98,-1.19,-1.62,12.58,0,Signal Exit,478
Long,True,2.4,2024-08-20 06:00:00,2024-08-20 10:00:00,2503.33,2501.98,-3.77,-4.8,12.58,0,Signal Exit,479
Long,True,2.1999999999999997,2024-08-20 22:00:00,2024-08-21 02:00:00,2529.63,2510.64,-43.36,-63.21,15.48,24,Signal Exit,480
Long,False,1.0,2024-08-20 18:00:00,2024-08-21 02:00:00,2521.74,2510.64,-11.82,-20.84,15.48,24,Signal Exit,481
Long,True,2.5,2024-08-21 10:00:00,2024-08-21 14:00:00,2516.84,2515.28,-4.45,-9.52,11.89,0,Signal Exit,482
Long,False,1.0,2024-08-21 06:00:00,2024-08-21 14:00:00,2513.47,2515.28,1.59,-2.84,11.89,0,Signal Exit,483
Long,False,1.0,2024-08-22 02:00:00,2024-08-22 10:00:00,2509.6,2507.56,-2.26,-2.55,12.29,0,Signal Exit,484
Long,True,2.5,2024-08-22 06:00:00,2024-08-22 10:00:00,2511.58,2507.56,-10.6,-11.32,12.29,0,Signal Exit,485
Long,False,1.0,2024-08-22 18:00:00,2024-08-22 22:00:00,2507.29,2487.79,-19.72,-24.29,14.42,0,Signal Exit,486
Long,False,1.0,2024-08-24 02:00:00,2024-08-26 14:00:00,2510.93,2510.54,-1.61,-3.05,10.9,48,Signal Exit,487
Long,True,2.5,2024-08-26 06:00:00,2024-08-26 14:00:00,2511.71,2510.54,-3.48,-7.43,10.9,0,Signal Exit,488
Long,False,1.0,2024-08-26 18:00:00,2024-08-26 22:00:00,2524.99,2515.97,-9.24,-9.61,11.64,0,Signal Exit,489
Long,False,1.0,2024-08-27 02:00:00,2024-08-27 06:00:00,2518.21,2518.1,-0.33,-2.63,10.39,0,Signal Exit,490
Long,False,1.0,2024-08-27 14:00:00,2024-08-27 18:00:00,2513.55,2508.86,-4.91,-10.28,10.46,0,Signal Exit,491
Long,False,1.0,2024-08-27 22:00:00,2024-08-28 10:00:00,2511.81,2517.17,4.64,-4.27,10.01,24,Signal Exit,492
