timestamp,open,high,low,close
2023-01-03 07:00:00,1826.72,1839.8,1823.56,1838.35
2023-01-03 11:00:00,1838.35,1844.2,1837.92,1841.94
2023-01-03 15:00:00,1842.02,1849.96,1833.64,1834.44
2023-01-03 19:00:00,1834.44,1849.85,1830.83,1844.95
2023-01-03 23:00:00,1844.98,1845.45,1827.52,1838.84
2023-01-04 03:00:00,1838.85,1839.88,1836.49,1839.47
2023-01-04 07:00:00,1838.83,1845.96,1836.12,1845.73
2023-01-04 11:00:00,1845.63,1849.02,1844.64,1847.84
2023-01-04 15:00:00,1847.81,1865.12,1847.36,1858.84
2023-01-04 19:00:00,1858.79,1862.86,1852.79,1857.01
2023-01-04 23:00:00,1856.37,1860.44,1849.02,1850.5
2023-01-05 03:00:00,1850.32,1857.16,1847.08,1854.61
2023-01-05 07:00:00,1852.9,1858.95,1852.9,1856.84
2023-01-05 11:00:00,1856.75,1857.03,1850.34,1850.7
2023-01-05 15:00:00,1850.66,1855.07,1843.78,1849.05
2023-01-05 19:00:00,1849.07,1850.78,1831.31,1834.41
2023-01-05 23:00:00,1834.5,1837.4,1825.06,1835.86
2023-01-06 03:00:00,1835.93,1836.43,1831.89,1832.87
2023-01-06 07:00:00,1829.35,1840.27,1829.33,1838.22
2023-01-06 11:00:00,1838.52,1840.79,1835.66,1838.76
2023-01-06 15:00:00,1838.81,1840.59,1833.26,1836.62
2023-01-06 19:00:00,1836.6,1852.66,1834.64,1843.6
2023-01-06 23:00:00,1844.3,1869.45,1844.3,1868.67
2023-01-07 03:00:00,1868.7,1869.8,1865.56,1866.45
2023-01-09 07:00:00,1866.47,1879.34,1866.28,1879.1
2023-01-09 11:00:00,1879.1,1879.85,1874.67,1877.95
2023-01-09 15:00:00,1877.9,1880.92,1871.26,1871.57
2023-01-09 19:00:00,1871.62,1881.48,1870.52,1877.05
2023-01-09 23:00:00,1877.07,1879.3,1868.99,1871.28
2023-01-10 03:00:00,1871.31,1875.69,1869.17,1871.63
2023-01-10 07:00:00,1871.44,1875.82,1867.71,1872.72
2023-01-10 11:00:00,1872.81,1875.17,1870.58,1873.29
2023-01-10 15:00:00,1873.3,1877.23,1870.54,1875.06
2023-01-10 19:00:00,1875.1,1880.07,1870.39,1878.23
2023-01-10 23:00:00,1878.12,1880.71,1871.13,1875.58
2023-01-11 03:00:00,1875.58,1878.7,1875.25,1876.89
2023-01-11 07:00:00,1876.7,1878.43,1871.92,1874.91
2023-01-11 11:00:00,1874.91,1884.52,1874.5,1880.69
2023-01-11 15:00:00,1880.69,1886.59,1880.35,1884.74
2023-01-11 19:00:00,1884.78,1886.1,1870.55,1871.72
2023-01-11 23:00:00,1871.72,1877.83,1867.07,1877.72
2023-01-12 03:00:00,1877.77,1878.48,1875.6,1875.68
2023-01-12 07:00:00,1875.06,1884.91,1874.36,1883.61
